location,request,mode,time_step,quntantile,value,objective,Power,e_loc1,e_loc2,e_loc3,base_a1,base_a2,base_a3,base_a4,base_b1,base_b2,base_b3,base_b4
loc1,req2,mode4,38,y_0,1.0,13073289705.102627,1020.23,"[891.149621, 817.94507, 846.847303, 1060.719083, 858.757821, 830.315523]","[823.748397, 862.422567, 811.916449, 962.883009, 820.963724, 800.892827]","[904.855185, 840.937235, 841.995669, 1080.004704, 855.95803, 816.49366]","[1.0, 1.4, 1.0, 1.2, 1.2, 1.5]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[18.8, 18.1, 18.5, 18.0, 15.6, 18.1]","[1.8, 2.1, 2.3, 2.1, 1.8, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.6, 16.4, 16.6, 15.8, 14.7, 16.6]","[4.3, 4.5, 5.0, 5.3, 3.7, 4.7]"
loc2,req3,mode2,38,y_0,3.0,13073289705.102627,1472.297377,"[891.149621, 817.94507, 846.847303, 1060.719083, 858.757821, 830.315523]","[823.748397, 862.422567, 811.916449, 962.883009, 820.963724, 800.892827]","[904.855185, 840.937235, 841.995669, 1080.004704, 855.95803, 816.49366]","[1.0, 1.4, 1.0, 1.2, 1.2, 1.5]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[18.8, 18.1, 18.5, 18.0, 15.6, 18.1]","[1.8, 2.1, 2.3, 2.1, 1.8, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.6, 16.4, 16.6, 15.8, 14.7, 16.6]","[4.3, 4.5, 5.0, 5.3, 3.7, 4.7]"
loc3,req4,mode3,38,y_0,1.0,13073289705.102627,2201.83,"[891.149621, 817.94507, 846.847303, 1060.719083, 858.757821, 830.315523]","[823.748397, 862.422567, 811.916449, 962.883009, 820.963724, 800.892827]","[904.855185, 840.937235, 841.995669, 1080.004704, 855.95803, 816.49366]","[1.0, 1.4, 1.0, 1.2, 1.2, 1.5]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[18.8, 18.1, 18.5, 18.0, 15.6, 18.1]","[1.8, 2.1, 2.3, 2.1, 1.8, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[17.6, 16.4, 16.6, 15.8, 14.7, 16.6]","[4.3, 4.5, 5.0, 5.3, 3.7, 4.7]"
loc1,req1,mode1,39,y_0,1.0,10518833567.118551,745.5996923,"[808.129817, 1893.764886, 1417.17938, 868.908596, 824.267296, 850.227496]","[837.344487, 3.281665, -1694.789221, 87.917444, 834.566414, 819.527868]","[773.991476, 2749.389214, 2774.406287, 858.447112, 795.859015, 848.062343]","[1.3, 1.2, 1.6, 1.3, 1.3, 1.2]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[18.7, 18.2, 17.9, 17.6, 17.9, 16.3]","[2.2, 2.1, 2.1, 2.0, 1.8, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.0, 16.3, 15.6, 16.7, 16.4, 14.4]","[4.9, 4.0, 4.9, 4.4, 4.2, 4.2]"
loc1,req2,mode4,39,y_0,1.0,10518833567.118551,1020.23,"[808.129817, 1893.764886, 1417.17938, 868.908596, 824.267296, 850.227496]","[837.344487, 3.281665, -1694.789221, 87.917444, 834.566414, 819.527868]","[773.991476, 2749.389214, 2774.406287, 858.447112, 795.859015, 848.062343]","[1.3, 1.2, 1.6, 1.3, 1.3, 1.2]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[18.7, 18.2, 17.9, 17.6, 17.9, 16.3]","[2.2, 2.1, 2.1, 2.0, 1.8, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.0, 16.3, 15.6, 16.7, 16.4, 14.4]","[4.9, 4.0, 4.9, 4.4, 4.2, 4.2]"
loc2,req3,mode2,39,y_0,3.0,10518833567.118551,1472.297377,"[808.129817, 1893.764886, 1417.17938, 868.908596, 824.267296, 850.227496]","[837.344487, 3.281665, -1694.789221, 87.917444, 834.566414, 819.527868]","[773.991476, 2749.389214, 2774.406287, 858.447112, 795.859015, 848.062343]","[1.3, 1.2, 1.6, 1.3, 1.3, 1.2]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[18.7, 18.2, 17.9, 17.6, 17.9, 16.3]","[2.2, 2.1, 2.1, 2.0, 1.8, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.0, 16.3, 15.6, 16.7, 16.4, 14.4]","[4.9, 4.0, 4.9, 4.4, 4.2, 4.2]"
loc3,req4,mode3,39,y_0,1.0,10518833567.118551,2201.83,"[808.129817, 1893.764886, 1417.17938, 868.908596, 824.267296, 850.227496]","[837.344487, 3.281665, -1694.789221, 87.917444, 834.566414, 819.527868]","[773.991476, 2749.389214, 2774.406287, 858.447112, 795.859015, 848.062343]","[1.3, 1.2, 1.6, 1.3, 1.3, 1.2]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.1]","[18.7, 18.2, 17.9, 17.6, 17.9, 16.3]","[2.2, 2.1, 2.1, 2.0, 1.8, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.0, 16.3, 15.6, 16.7, 16.4, 14.4]","[4.9, 4.0, 4.9, 4.4, 4.2, 4.2]"
loc1,req1,mode1,40,y_0,1.0,11566090326.267904,745.5996923,"[879.819973, 808.492343, 781.452489, 778.485307, 768.885067, 987.189986]","[1054.059336, 4.115387, 826.687526, 785.93333, 796.955831, 822.14857]","[778.969508, 807.206878, 807.427509, 779.914399, 780.143685, 937.189263]","[1.1, 1.7, 1.4, 1.2, 1.4, 1.0]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.0]","[17.9, 18.2, 17.3, 17.6, 17.4, 18.2]","[2.0, 2.3, 1.8, 2.0, 2.1, 2.2]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.6, 16.8, 15.8, 15.9, 15.7, 15.8]","[4.7, 4.6, 4.5, 4.3, 4.5, 4.6]"
loc1,req2,mode4,40,y_0,1.0,11566090326.267904,1020.23,"[879.819973, 808.492343, 781.452489, 778.485307, 768.885067, 987.189986]","[1054.059336, 4.115387, 826.687526, 785.93333, 796.955831, 822.14857]","[778.969508, 807.206878, 807.427509, 779.914399, 780.143685, 937.189263]","[1.1, 1.7, 1.4, 1.2, 1.4, 1.0]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.0]","[17.9, 18.2, 17.3, 17.6, 17.4, 18.2]","[2.0, 2.3, 1.8, 2.0, 2.1, 2.2]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.6, 16.8, 15.8, 15.9, 15.7, 15.8]","[4.7, 4.6, 4.5, 4.3, 4.5, 4.6]"
loc2,req3,mode2,40,y_0,3.0,11566090326.267904,1472.297377,"[879.819973, 808.492343, 781.452489, 778.485307, 768.885067, 987.189986]","[1054.059336, 4.115387, 826.687526, 785.93333, 796.955831, 822.14857]","[778.969508, 807.206878, 807.427509, 779.914399, 780.143685, 937.189263]","[1.1, 1.7, 1.4, 1.2, 1.4, 1.0]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.0]","[17.9, 18.2, 17.3, 17.6, 17.4, 18.2]","[2.0, 2.3, 1.8, 2.0, 2.1, 2.2]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.6, 16.8, 15.8, 15.9, 15.7, 15.8]","[4.7, 4.6, 4.5, 4.3, 4.5, 4.6]"
loc3,req4,mode3,40,y_0,1.0,11566090326.267904,2201.83,"[879.819973, 808.492343, 781.452489, 778.485307, 768.885067, 987.189986]","[1054.059336, 4.115387, 826.687526, 785.93333, 796.955831, 822.14857]","[778.969508, 807.206878, 807.427509, 779.914399, 780.143685, 937.189263]","[1.1, 1.7, 1.4, 1.2, 1.4, 1.0]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.0]","[17.9, 18.2, 17.3, 17.6, 17.4, 18.2]","[2.0, 2.3, 1.8, 2.0, 2.1, 2.2]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[16.6, 16.8, 15.8, 15.9, 15.7, 15.8]","[4.7, 4.6, 4.5, 4.3, 4.5, 4.6]"
loc1,req1,mode1,41,y_0,1.0,10790977801.283974,745.5996923,"[856.025065, 818.383763, 978.125145, 1245.759513, 700.23904, 726.273188]","[821.535485, 796.751851, 910.153624, 852.942219, -113.093634, -80.437431]","[845.057423, 791.588005, 974.85383, 1375.357866, 809.612369, 874.64365]","[1.2, 1.5, 1.3, 0.9, 1.1, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 17.6, 18.2, 18.5, 16.6, 17.2]","[2.2, 2.4, 2.0, 2.0, 2.4, 1.9]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.2, 0.1, 0.0, 0.1, 0.1, 0.1]","[16.2, 15.4, 15.3, 16.6, 14.7, 15.6]","[4.1, 4.6, 4.8, 5.3, 4.3, 4.6]"
loc1,req2,mode4,41,y_0,1.0,10790977801.283974,1020.23,"[856.025065, 818.383763, 978.125145, 1245.759513, 700.23904, 726.273188]","[821.535485, 796.751851, 910.153624, 852.942219, -113.093634, -80.437431]","[845.057423, 791.588005, 974.85383, 1375.357866, 809.612369, 874.64365]","[1.2, 1.5, 1.3, 0.9, 1.1, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 17.6, 18.2, 18.5, 16.6, 17.2]","[2.2, 2.4, 2.0, 2.0, 2.4, 1.9]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.2, 0.1, 0.0, 0.1, 0.1, 0.1]","[16.2, 15.4, 15.3, 16.6, 14.7, 15.6]","[4.1, 4.6, 4.8, 5.3, 4.3, 4.6]"
loc2,req3,mode2,41,y_0,3.0,10790977801.283974,1472.297377,"[856.025065, 818.383763, 978.125145, 1245.759513, 700.23904, 726.273188]","[821.535485, 796.751851, 910.153624, 852.942219, -113.093634, -80.437431]","[845.057423, 791.588005, 974.85383, 1375.357866, 809.612369, 874.64365]","[1.2, 1.5, 1.3, 0.9, 1.1, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 17.6, 18.2, 18.5, 16.6, 17.2]","[2.2, 2.4, 2.0, 2.0, 2.4, 1.9]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.2, 0.1, 0.0, 0.1, 0.1, 0.1]","[16.2, 15.4, 15.3, 16.6, 14.7, 15.6]","[4.1, 4.6, 4.8, 5.3, 4.3, 4.6]"
loc3,req4,mode3,41,y_0,1.0,10790977801.283974,2201.83,"[856.025065, 818.383763, 978.125145, 1245.759513, 700.23904, 726.273188]","[821.535485, 796.751851, 910.153624, 852.942219, -113.093634, -80.437431]","[845.057423, 791.588005, 974.85383, 1375.357866, 809.612369, 874.64365]","[1.2, 1.5, 1.3, 0.9, 1.1, 1.2]","[0.0, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 17.6, 18.2, 18.5, 16.6, 17.2]","[2.2, 2.4, 2.0, 2.0, 2.4, 1.9]","[0.3, 0.2, 0.0, 0.3, 0.1, 0.0]","[0.2, 0.1, 0.0, 0.1, 0.1, 0.1]","[16.2, 15.4, 15.3, 16.6, 14.7, 15.6]","[4.1, 4.6, 4.8, 5.3, 4.3, 4.6]"
loc1,req1,mode1,42,y_0,1.0,10282307053.665878,745.5996923,"[1064.685905, 797.890931, 890.66578, 830.396305, 836.899255, 859.084143]","[-100.557678, 783.755906, 803.220838, 837.58119, 830.044111, -93.678119]","[1063.583578, 774.436967, 900.237828, 798.349172, 810.32972, 846.07736]","[1.2, 1.1, 1.1, 1.2, 1.0, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.1]","[17.3, 17.2, 17.7, 16.4, 18.3, 16.9]","[2.0, 2.2, 2.0, 2.1, 2.2, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.5, 15.2, 15.7, 15.4, 16.7, 15.4]","[4.6, 4.7, 4.3, 4.8, 4.7, 4.2]"
loc1,req2,mode4,42,y_0,1.0,10282307053.665878,1020.23,"[1064.685905, 797.890931, 890.66578, 830.396305, 836.899255, 859.084143]","[-100.557678, 783.755906, 803.220838, 837.58119, 830.044111, -93.678119]","[1063.583578, 774.436967, 900.237828, 798.349172, 810.32972, 846.07736]","[1.2, 1.1, 1.1, 1.2, 1.0, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.1]","[17.3, 17.2, 17.7, 16.4, 18.3, 16.9]","[2.0, 2.2, 2.0, 2.1, 2.2, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.5, 15.2, 15.7, 15.4, 16.7, 15.4]","[4.6, 4.7, 4.3, 4.8, 4.7, 4.2]"
loc2,req3,mode2,42,y_0,3.0,10282307053.665878,1472.297377,"[1064.685905, 797.890931, 890.66578, 830.396305, 836.899255, 859.084143]","[-100.557678, 783.755906, 803.220838, 837.58119, 830.044111, -93.678119]","[1063.583578, 774.436967, 900.237828, 798.349172, 810.32972, 846.07736]","[1.2, 1.1, 1.1, 1.2, 1.0, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.1]","[17.3, 17.2, 17.7, 16.4, 18.3, 16.9]","[2.0, 2.2, 2.0, 2.1, 2.2, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.5, 15.2, 15.7, 15.4, 16.7, 15.4]","[4.6, 4.7, 4.3, 4.8, 4.7, 4.2]"
loc3,req4,mode3,42,y_0,1.0,10282307053.665878,2201.83,"[1064.685905, 797.890931, 890.66578, 830.396305, 836.899255, 859.084143]","[-100.557678, 783.755906, 803.220838, 837.58119, 830.044111, -93.678119]","[1063.583578, 774.436967, 900.237828, 798.349172, 810.32972, 846.07736]","[1.2, 1.1, 1.1, 1.2, 1.0, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.1]","[17.3, 17.2, 17.7, 16.4, 18.3, 16.9]","[2.0, 2.2, 2.0, 2.1, 2.2, 2.2]","[0.2, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.5, 15.2, 15.7, 15.4, 16.7, 15.4]","[4.6, 4.7, 4.3, 4.8, 4.7, 4.2]"
loc1,req1,mode1,43,y_0,1.0,9020676043.801945,745.5996923,"[894.406901, 696.402957, 977.775954, 829.116182, 851.436248, 835.674689]","[633.038487, -84.672837, 911.835421, 842.772838, -39.887884, -51.690665]","[974.78702, 777.079819, 967.071298, 789.180509, 824.699004, 809.501116]","[1.4, 1.2, 1.1, 1.4, 1.4, 1.2]","[0.0, 0.1, 0.0, 0.0, 0.2, 0.1]","[17.2, 15.1, 14.9, 15.5, 16.0, 17.0]","[2.1, 2.0, 2.0, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[15.5, 13.7, 12.9, 13.7, 14.0, 15.0]","[4.2, 4.1, 3.7, 4.7, 4.2, 4.5]"
loc1,req2,mode4,43,y_0,1.0,9020676043.801945,1020.23,"[894.406901, 696.402957, 977.775954, 829.116182, 851.436248, 835.674689]","[633.038487, -84.672837, 911.835421, 842.772838, -39.887884, -51.690665]","[974.78702, 777.079819, 967.071298, 789.180509, 824.699004, 809.501116]","[1.4, 1.2, 1.1, 1.4, 1.4, 1.2]","[0.0, 0.1, 0.0, 0.0, 0.2, 0.1]","[17.2, 15.1, 14.9, 15.5, 16.0, 17.0]","[2.1, 2.0, 2.0, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[15.5, 13.7, 12.9, 13.7, 14.0, 15.0]","[4.2, 4.1, 3.7, 4.7, 4.2, 4.5]"
loc2,req3,mode2,43,y_0,3.0,9020676043.801945,1472.297377,"[894.406901, 696.402957, 977.775954, 829.116182, 851.436248, 835.674689]","[633.038487, -84.672837, 911.835421, 842.772838, -39.887884, -51.690665]","[974.78702, 777.079819, 967.071298, 789.180509, 824.699004, 809.501116]","[1.4, 1.2, 1.1, 1.4, 1.4, 1.2]","[0.0, 0.1, 0.0, 0.0, 0.2, 0.1]","[17.2, 15.1, 14.9, 15.5, 16.0, 17.0]","[2.1, 2.0, 2.0, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[15.5, 13.7, 12.9, 13.7, 14.0, 15.0]","[4.2, 4.1, 3.7, 4.7, 4.2, 4.5]"
loc3,req4,mode3,43,y_0,1.0,9020676043.801945,2201.83,"[894.406901, 696.402957, 977.775954, 829.116182, 851.436248, 835.674689]","[633.038487, -84.672837, 911.835421, 842.772838, -39.887884, -51.690665]","[974.78702, 777.079819, 967.071298, 789.180509, 824.699004, 809.501116]","[1.4, 1.2, 1.1, 1.4, 1.4, 1.2]","[0.0, 0.1, 0.0, 0.0, 0.2, 0.1]","[17.2, 15.1, 14.9, 15.5, 16.0, 17.0]","[2.1, 2.0, 2.0, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[15.5, 13.7, 12.9, 13.7, 14.0, 15.0]","[4.2, 4.1, 3.7, 4.7, 4.2, 4.5]"
loc1,req1,mode1,44,y_0,1.0,10931408301.493374,745.5996923,"[828.916354, 893.726152, 793.895308, 907.078231, 829.305557, 1454.789922]","[832.274211, 865.908404, -129.183232, 832.081811, 832.449068, 148.201]","[791.632947, 866.801272, 766.426538, 898.285676, 787.764583, 1469.721173]","[1.3, 1.1, 1.4, 1.0, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[15.9, 17.1, 16.4, 15.5, 15.9, 15.4]","[1.7, 1.8, 1.9, 1.6, 1.6, 1.8]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.4, 15.5, 14.8, 14.5, 14.3, 14.3]","[4.0, 4.4, 4.3, 3.8, 4.0, 4.3]"
loc1,req2,mode4,44,y_0,1.0,10931408301.493374,1020.23,"[828.916354, 893.726152, 793.895308, 907.078231, 829.305557, 1454.789922]","[832.274211, 865.908404, -129.183232, 832.081811, 832.449068, 148.201]","[791.632947, 866.801272, 766.426538, 898.285676, 787.764583, 1469.721173]","[1.3, 1.1, 1.4, 1.0, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[15.9, 17.1, 16.4, 15.5, 15.9, 15.4]","[1.7, 1.8, 1.9, 1.6, 1.6, 1.8]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.4, 15.5, 14.8, 14.5, 14.3, 14.3]","[4.0, 4.4, 4.3, 3.8, 4.0, 4.3]"
loc2,req3,mode2,44,y_0,1.0,10931408301.493374,1472.297377,"[828.916354, 893.726152, 793.895308, 907.078231, 829.305557, 1454.789922]","[832.274211, 865.908404, -129.183232, 832.081811, 832.449068, 148.201]","[791.632947, 866.801272, 766.426538, 898.285676, 787.764583, 1469.721173]","[1.3, 1.1, 1.4, 1.0, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[15.9, 17.1, 16.4, 15.5, 15.9, 15.4]","[1.7, 1.8, 1.9, 1.6, 1.6, 1.8]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.4, 15.5, 14.8, 14.5, 14.3, 14.3]","[4.0, 4.4, 4.3, 3.8, 4.0, 4.3]"
loc2,req3,mode3,44,y_0,1.0,10931408301.493374,2688.76,"[828.916354, 893.726152, 793.895308, 907.078231, 829.305557, 1454.789922]","[832.274211, 865.908404, -129.183232, 832.081811, 832.449068, 148.201]","[791.632947, 866.801272, 766.426538, 898.285676, 787.764583, 1469.721173]","[1.3, 1.1, 1.4, 1.0, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[15.9, 17.1, 16.4, 15.5, 15.9, 15.4]","[1.7, 1.8, 1.9, 1.6, 1.6, 1.8]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.4, 15.5, 14.8, 14.5, 14.3, 14.3]","[4.0, 4.4, 4.3, 3.8, 4.0, 4.3]"
loc3,req4,mode3,44,y_0,1.0,10931408301.493374,2201.83,"[828.916354, 893.726152, 793.895308, 907.078231, 829.305557, 1454.789922]","[832.274211, 865.908404, -129.183232, 832.081811, 832.449068, 148.201]","[791.632947, 866.801272, 766.426538, 898.285676, 787.764583, 1469.721173]","[1.3, 1.1, 1.4, 1.0, 1.2, 1.1]","[0.0, 0.1, 0.0, 0.1, 0.0, 0.0]","[15.9, 17.1, 16.4, 15.5, 15.9, 15.4]","[1.7, 1.8, 1.9, 1.6, 1.6, 1.8]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.4, 15.5, 14.8, 14.5, 14.3, 14.3]","[4.0, 4.4, 4.3, 3.8, 4.0, 4.3]"
loc1,req1,mode1,45,y_0,1.0,14121355371.813362,745.5996923,"[837.780209, 1061.794918, 908.252534, 2053.565453, 1948.440441, 837.112144]","[976.684203, 66.768633, 819.570839, 628.504487, 127.954234, 832.065902]","[730.020389, 1020.237281, 898.767269, 2571.777144, 2306.555986, 794.294504]","[1.2, 1.2, 1.1, 1.3, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.0, 0.1, 0.1]","[15.9, 16.0, 15.2, 16.1, 17.1, 17.2]","[1.4, 1.5, 1.5, 1.4, 1.4, 1.6]","[0.3, 0.2, 0.1, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.3, 14.7, 13.8, 14.6, 15.5, 15.6]","[3.7, 3.5, 3.7, 3.6, 4.2, 3.9]"
loc1,req2,mode4,45,y_0,1.0,14121355371.813362,1020.23,"[837.780209, 1061.794918, 908.252534, 2053.565453, 1948.440441, 837.112144]","[976.684203, 66.768633, 819.570839, 628.504487, 127.954234, 832.065902]","[730.020389, 1020.237281, 898.767269, 2571.777144, 2306.555986, 794.294504]","[1.2, 1.2, 1.1, 1.3, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.0, 0.1, 0.1]","[15.9, 16.0, 15.2, 16.1, 17.1, 17.2]","[1.4, 1.5, 1.5, 1.4, 1.4, 1.6]","[0.3, 0.2, 0.1, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.3, 14.7, 13.8, 14.6, 15.5, 15.6]","[3.7, 3.5, 3.7, 3.6, 4.2, 3.9]"
loc2,req3,mode2,45,y_0,3.0,14121355371.813362,1472.297377,"[837.780209, 1061.794918, 908.252534, 2053.565453, 1948.440441, 837.112144]","[976.684203, 66.768633, 819.570839, 628.504487, 127.954234, 832.065902]","[730.020389, 1020.237281, 898.767269, 2571.777144, 2306.555986, 794.294504]","[1.2, 1.2, 1.1, 1.3, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.0, 0.1, 0.1]","[15.9, 16.0, 15.2, 16.1, 17.1, 17.2]","[1.4, 1.5, 1.5, 1.4, 1.4, 1.6]","[0.3, 0.2, 0.1, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.3, 14.7, 13.8, 14.6, 15.5, 15.6]","[3.7, 3.5, 3.7, 3.6, 4.2, 3.9]"
loc3,req4,mode3,45,y_0,1.0,14121355371.813362,2201.83,"[837.780209, 1061.794918, 908.252534, 2053.565453, 1948.440441, 837.112144]","[976.684203, 66.768633, 819.570839, 628.504487, 127.954234, 832.065902]","[730.020389, 1020.237281, 898.767269, 2571.777144, 2306.555986, 794.294504]","[1.2, 1.2, 1.1, 1.3, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.0, 0.1, 0.1]","[15.9, 16.0, 15.2, 16.1, 17.1, 17.2]","[1.4, 1.5, 1.5, 1.4, 1.4, 1.6]","[0.3, 0.2, 0.1, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.3, 14.7, 13.8, 14.6, 15.5, 15.6]","[3.7, 3.5, 3.7, 3.6, 4.2, 3.9]"
loc1,req1,mode1,46,y_0,1.0,8313679303.216837,745.5996923,"[729.551337, 829.405916, 785.452389, 800.45586, 674.149432, 844.628961]","[51.475253, 800.272515, 132.96675, 153.862385, 110.448656, 807.67392]","[802.123766, 797.086778, 754.921972, 769.789294, 784.786944, 811.384866]","[1.2, 1.4, 1.1, 1.3, 1.1, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[16.6, 16.8, 17.2, 18.1, 18.9, 18.3]","[1.2, 1.6, 1.5, 1.4, 1.6, 1.5]","[0.3, 0.0, 0.0, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.7, 15.6, 15.7, 17.0, 16.7, 16.8]","[3.6, 3.7, 3.9, 4.0, 3.9, 3.8]"
loc1,req2,mode4,46,y_0,1.0,8313679303.216837,1020.23,"[729.551337, 829.405916, 785.452389, 800.45586, 674.149432, 844.628961]","[51.475253, 800.272515, 132.96675, 153.862385, 110.448656, 807.67392]","[802.123766, 797.086778, 754.921972, 769.789294, 784.786944, 811.384866]","[1.2, 1.4, 1.1, 1.3, 1.1, 1.4]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[16.6, 16.8, 17.2, 18.1, 18.9, 18.3]","[1.2, 1.6, 1.5, 1.4, 1.6, 1.5]","[0.3, 0.0, 0.0, 0.3, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[15.7, 15.6, 15.7, 17.0, 16.7, 16.8]","[3.6, 3.7, 3.9, 4.0, 3.9, 3.8]"
